sentence,causal
- i don’t think krishna meant that actions don’t lead to results,1
"if epilepsy be caused by fright, suppression of some long standing eruption, onanism or venereal excess it will probably be one of the remedies to use in the course of the treatment, and here it would follow sulphur well",1
"a deficiency can cause irritability, nervousness, depression, dizziness, muscle weakness, twitching, heart disease, hypertension, abnormal ph balance and interference with the transmission of nerve and muscle impulses",1
"obstructive sleep apnea can lead to daytime sleepiness, fatigue, and cognitive impairment, all side effects which could negatively impact a sportsperson’s performance",1
"high stress levels, anxiety and insomnia can also be the cause of depression",1
"this bacteria is pathogenic in the bladder, and is causing a urinary tract infection",1
adrianna's pop career will blossom and a new love will cause a fall out of a group of friends,1
"work has proved very stressful just recently and while i would cope well with this, it has played on my mind, caused many a sleepless night and contributed to my tiredness",1
any accident will result in a police investigation and can be very costly and complicated,1
"this includes death or injury, upon the condition that the accident which caused the death or injury took place on board of the aircraft or in the course of any of the operations of embarking or disembarking",1
58 times this word is used in the nt and means a change of mind that results in a change of action,1
"these findings are very exciting when thinking about people with alzheimer's disease, where damage to the hippocampus also leads to memory loss",1
"in lupus disease, sun is more likely to cause problems than artificial sources of light",1
recent events have shown that the loss of these ecosystems also increases human mortality and multiplies the damages caused by storms and other severe weather,1
"national flood safety awareness week is intended to highlight some of the many ways floods can occur, the hazards associated with floods, and what you can do to save life and property",1
we regret that the narrative has caused any ill feelings and have made the decision to cancel this optional tour,1
this is usually an early sign and is sometimes misdiagnosed as arthritis brought on by old age,1
"scrub typhus is a common and underdiagnosed cause of febrile illness in southeast asia, caused by infection with orientia tsutsugamushi",1
cyclosporine reduces the inflammation and itching associated with atopic dermatitis,1
"light travels across space-time just as much as matter with mass, so its path must be affected by any curvature caused by a massive object",1
"pierce's disease, caused by the bacterium xylella fastidiosa, is a threat to grapes in california and in southern states from florida to texas",1
hypothyroidism can also be caused by a thyroid gland that is inflamed or sluggish,1
"while it is often assumed that more and better information leads to better decisions, science alone is often ineffective in influencing stakeholders and decision makers",1
the major goal of this type of massage is to reduce spasm by creating new blood flow to muscles that have been deprived of blood flow due to injury,1
a 2003 analysis by the canadian journal of veterinary research found that rbgh caused a 25% increase in mastitis,1
"oral tretinoin can cause birth defects, and women should avoid even topical retin-a when pregnant or trying to conceive",1
"one of survey's findings was that 70% of americans with a religious affiliation agreed that ""many religions can lead to eternal life.""",1
going through perimenopause and menopause without treatment can cause the loss of bone calcium resulting in osteoporosis,1
"there are a variety of symptoms associated with this condition that are all caused by a loss of myelin, the insulating layer surrounding the neurones",1
the average age of death reported from cancer was the same as the average age of deaths from other causes and from memory the percentage of deaths due to cancer remained fairly constant at around 40%,1
"in connection with the offering, the company and longpoint re ii entered into two reinsurance agreements (covering a three-year and four-year period, respectively), each providing up to $250 million of reinsurance on a proportional basis from losses resulting from certain hurricane events in the northeastern united states",1
"shower before and after each hot tub use, because the chemicals may cause a skin irritation or rash",1
driver error can also be a cause of motorcycle accidents,1
there are several events which may trigger system file errors,1
"the risks for all endometrial ablation procedures include perforations of the uterus; bleeding; infection; injury to organs within the abdomen (like your bowels) and pelvis, or to adjacent tissue (like your cervix or vagina); complications leading to serious injury or death; and post-ablation tubal sterilization syndrome (a complication following ea in women who have undergone tubal sterilization",1
it tends to arise within 2 to 3 days after sexual intercourse when balanitis is due to stis or trauma related to sexual acts,1
five people were charged with dui as a result of collisions that resulted in deaths,1
"getting yourself in the first page and better yet in the top half of the page will ensure that your web site will generate public awareness of your web sites' existence and subsequently generate more traffic, traffic that could lead to potential income and business",1
"* a 1995 aclu report found that pepper spray was associated with 26 deaths in california between 1993 and 1995 — that is, about 1 in every 600 people sprayed by california cops died",1
"antacids are used to treat an upset stomach caused by heartburn, acid indigestion, or sour stomach; to treat peptic ulcer, hiatal hernia or other conditions caused by an excses of stomach acid; and to prevent ulcers or bleeding from ulcers",1
diabetes mellitus was the sixth leading cause of death among the elderly in 1997,1
"greater costs may scare purchasers, and a great deal lower costs may trigger losses",1
"the city shall take rational precaution to protect owners, within the cemetery from loss or damages from causes beyond its reasonable control and especially from damages caused by the elements, an act of god, common enemy, thieves, vandals, strikers, malicious mischief-makers, explosions, unavoidable accidents, invasions, insurrections, riot or order of any military or civil authority, whether the damage be direct or collateral other than as herin provided",1
"these effects could cause problems with fertility, pregnancy, or adverse reproductive conditions",1
"if the cause of aids is hiv and the antiviral drugs are reducing the viral load, then the patients would recover within days",1
"if the nonprofit is renting space for its event, the rental agreement should specify which entity’s insurance coverage, the nonprofit’s or the host’s is responsible for injuries or accidents resulting from unsafe conditions",1
"legislation: the board resolved to oppose, with high priority, two pieces of legislation: s-1983 requiring law firms to potentially repay school districts if expenditures on legal fees were considered a non-allowable cost and led to a reduction in state aid to the district, and a-651, which would require police to obtain a blood or breath sample from the driver of a motor vehicle that was involved in an accident resulting in death or serious bodily injury",1
the palmarosa oil is effective in acne and old acne scars and wrinkles caused by long exposure to the sun,1
"psoriasis causes red, irritated skin that itches",1
"joint conditions, such as arthritis which results in painful and swollen joints, affect a majority of americans by the age of 70",1
"parents lost an average of 6 workdays (range, 1-35 days) to care for an ill child; for these parents, costs associated with work loss averaged $767 per family",1
"constipation can be caused by inadequate fibre or water in the diet, lack of exercise, irritable bowel syndrome, pregnancy, ageing, travel, overuse of laxatives and suppressing the urge to move the bowels",1
dental plaque caused by bacteria results in a foul smell that requires professional treatment,1
"in my experience the same is invariably true of darwinian scenarios—human intelligence is critical to guiding the scenario through difficulties toward the “proper” goal, but the intelligence is then attributed to natural selection",1
"while some of this is fact, the extent of the danger and the extent that humans are causing this warming trend are hotly disputed among credible and knowledgeable scientists",1
"because obesity is associated with insulin resistance, many women with pcos have insulin resistance, but insulin resistance in pcos is independent of obesity",1
"long-term, if left undiagnosed or improperly treated, this imbalance can cause heart disease, diabetes, arthritis, infertility, and severe menopause",1
"dudsters refer to the occurrence of destructive natural phenomena in the universe�such as the grandiose death and destruction from tsunamis, hurricanes, and volcanoes or the mass extinctions caused by climate change�as evidence some gumbeyhead is running it",1
"the increase of weight must, therefore, be entirely due to c0 2 -assimilation",1
"caused by higher doses are fatigue, diarrhea, nausea, vomiting, abdominal pain, joint aches, back pain and dizziness, anorexia, congestion, increased heart rate, confusion, low white blood cell count, low platelet count, low red blood cell count, an increase in liver enzymes, an increase in triglycerides, temporary skin rashes, mild hair loss or hair thinning, swelling (edema), cough or difficulty breathing",1
"results showed that blood flow to the eye was improved, intraocular pressure was reduced, and there was a prevention of increase in ocular hypertension, all symptoms associated with glaucoma",1
"ivan t. pershing, 64, died at the kelly hospital in argos at 6:40 o'clock last night, death being attributed to a stroke of paralysis",1
a stroke causes the death of brain cells due to an interrupted blood supply and can result in permanent brain damage and physical restrictions,1
"it is thought to encourage blood flow to the penis and stimulate the pelvic nerve ganglia, enhancing sensations and helping men with erection problems; and as a stimulant to the general nervous system, it is regarded as an herbal treatment for impotence brought on by fatigue, tension and stress",1
both conditions often lead to lethargy and cravings for carbs; particularly delicious carbs such as chocolate,1
many postharvest diseases caused by fungi originate in the orchard,1
the pain and discomfort caused by gerd can disrupt all aspects of daily living,1
"originally applied to memory loss caused by degenerative brain diseases such as alzheimer�s and parkinson�s, this line of inquiry is now beginning to reveal most of the reasons why the findings uncovered by the other four traditions are effective (kotulak 1996)",1
the official cause of his death in 1974 was kidney failure,1
"photo credits: microbewiki.kenyon.edu monash.vic.gov.au tags: arne rotne, authorized iasq certified inspector professional, bacteria, bars and stars education, cdc, chlorine resistant, contamination, cryptosporidium, diarrhea, e-coli, gastrointestinal tract, healthier environment living program, healthier verifications, iasq, iasq authorized certified inspector, iasq certified inspector professional, jeffrey wade, microbe, parasites, pool, rash, stomach malaise, swimming, upset stomach, xmicrobe don’t blame coffee for your morning breath may 25, 2010 by web coordinator filed under indoor life news leave a comment  extract from coffee actually battles the germs that cause stinky mouths an extract from coffee can inhibit the bacteria that lead to bad breath, scientists have discovered",1
pain due to obstruction of the stomach or upper small intestine may be relieved temporarily by vomiting which reduces the distention that is caused by the obstruction,1
"the statement noted that ""cte is associated with aggressiveness, explosiveness, impulsivity, depression, memory loss and other cognitive changes.""",1
background: nosocomial infections continue to be a significant cause of morbidity and mortality among preterm and/or low birth weight infants,1
"just as its bacteria-destroying abilities can help prevent food poisoning, it can also kill the bacteria that causes dental plaque",1
"these studies provide insight into the neurobiological mechanisms underlying the rewarding properties of natural rewards such as water, and how drugs of abuse such as cocaine may affect this system and lead to drug addiction",1
"chris, that description sounds like it could be sciatic pain, caused by pressure on the sciatic nerve",1
"unfortunately, these discs can cause problems as they wear away",1
"at higher levels, lead can damage a child's kidneys and central nervous system and cause anemia, coma, convulsions and even death.”",1
"sometimes accidents resulting in death occur while the injured person is in the course of their employment, which may give rise to a defense that any recovery is limited by the worker’s compensation statute",1
"millions across the world will testify, rub also helps relieve the stress and pressure of existence that can cause disease as well as illness",1
"during pregnancy, women should avoid exposure to environmental hazards including lead, mercury, arsenic, pesticides, solvents and secondhand smoke that could potentially lead to miscarriage or birth defects",1
"long term use can result in brain damage, liver failure and kidney damage",1
"of course, stress, depression and conflicts in relationships can cause sexual difficulties for anyone, male or female, able-bodied or disabled",1
cigarette smoking increases the risk of lung cancer from asbestos exposure,1
the excessive calorie intake from alcohol abuse also leads to obesity with its many problems,1
"and influenza and pneumonia combined are the eighth leading cause of death in the u.s. “for most people, getting immunized against influenza is the easiest and most effective way to reduce their risk of infection,” schmidt says",1
you also want to make sure the cheese you choose is made from pasteurized milk products to avoid possibly harmful bacteria that can cause illness (like listeria),1
"some arborists plant trees, and most can recommend types of trees that are appropriate for a specific location, as the wrong tree in the wrong location could lead to future problems as a result of limited growing space, insects, diseases, or poor growth",1
"deportation can result in torture, persecution, separation from family, and loss of livelihood",1
"too much caffeine taken by the mother may pass into the breast milk and cause problems such as poor sleeping, nervousness, irritability, and poor feeding",1
"cardiovascular tonic - hawthorn berries have been traditionally used to treat heart problems, including hypertension, angina, elevated cholesterol, coronary artery disease, cardiac arrhythmia, myocardial weakness, and the prevention of arterial disease caused by atherosclerosis",1
"""for instance, a company may only be able to take advantage of the defence that the damage was caused by an act of nature if all practicable safety measures have been taken,"" he says",1
"geochemical evidence suggests that about a billion years ago, the volcanism associated with plate tectonics stopped",1
"moisture, dust and heavy-handedness can cause damage",1
"it is more heinous than theft or spoliation (77th question).77 it is a crime which leads at times to murder, because the woman brings about abortion at times.78 there is another way in which adultery leads to murder",1
"for example, nanomaterials can strengthen both steel and concrete, keep dirt from sticking to windows, kill bacteria on hospital walls, make materials fire-resistant, drastically improve the efficiency of solar panels, boost the efficiency of indoor lighting and even allow bridges and buildings to ""feel"" the cracks, corrosion and stress that will eventually cause structural failures",1
principle 13 of the rio declaration on environment and development calls on states to co-operate in developing liability and compensation rules for environmental damage caused by activities both within and beyond their areas of territorial jurisdiction or control,1
with so many medicines out of bounds for expecting women it can be frustrating trying to find remedies to help ease the symptoms often associated with pregnancy,1
the results showed a photo-protective and anti-inflammatory effect on human skin that helps to prevent sun damage caused by uv radiation,1
humidity could cause damage for people who have curly locks and serious winter season conditions features a unfortunate effect on all those as their tresses are presently dried plus gentle to begin with,1
acne results from the clogging of sebaceous glands causing the formation of pimples and cysts,1
"one aspect of interaction remains constant however; virtual communities, like all groups to some extent, must face the social dilemma that individually rational behavior can often lead to collectively irrational outcomes",1
"death resulted from apoplexy, a stroke of which the deceased suffered several days before",1
"they found paved streets, altar-like formations, grand staircases leading to broad plazas, and processional ways lined with towering structures",1
many times hair loss is caused by a nutrition deficiency,1
"the maryland department of the environment required that allen supply bottled water to all employees and post warnings telling workers that ""excessive levels of nitrate in drinking water has caused serious illness and sometimes death in infants.""",1
there was great concern that vaccination rates would drop if people believed the mercury in vaccines could cause autism and other disorders,1
"harm reduction techniques like education, distribution of clean drug-use equipment and promotion of safe sex will help reduce transmission of hiv and hepatitis and other problems associated with drug and alcohol abuse (see chapter 4, healthy living)",1
"amongst adults, aids is the main cause of death",1
"this pressure is caused by general growth along the front range, as well by pressure specifically associated with growth in loveland and fort collins and attractiveness of �close-in� foothills property",1
"when negligence causes an accident that results in injury, personal injury law provides a legal recourse for the victim",1
"indirect costs, referred to as “negative outputs / welfare losses,” include reductions in economic productivity stemming from the poorer health, absenteeism, disability and premature mortality that are a result of overweight or obesity",1
raisins can cause renal failure in dogs,1
"conditions: seizure disorder, epilepsy, intractable skeletal muscle spasticity, glaucoma, severe or chronic pain, severe nausea or vomiting, cachexia or wasting syndrome resulting from hiv/aids or cancer, amyotrophic lateral sclerosis, multiple sclerosis, terminal cancer, muscular dystrophy, inflammatory bowel disease, crohn�s disease, terminal illness if the prognosis is less than 1 year, and any other approved medical condition",1
temazepam may be added to the drowsiness caused by temazepam,1
"dicloxacilina (dicloxacillin) is a penicillin-like antibiotic used to treat certain infections caused by bacteria such as pneumonia and bone, ear, skin, and urinary tract infections",1
rhinoviruses (rhinos - nose (greek)) are one of the families of viruses that can cause the common cold although many other viruses can infect the respiratory tract and cause cold-like symptoms,1
"the holiday season is associated with joy, relaxation and positive emotions but it can get tough on the heart",1
"public health officials believe that a hot summer, like that of 2002, could increase mosquito activity and the risk of disease from west nile virus",1
"rhabdomyolysis can lead to renal failure, coma, seizures, and even death",1
"in the end, our choices lead to consequences",1
"he asks jesse to hurt his father, though jesse warns him that violence simply leads to more violence",1
"additionally, obesity that is inherited and/or acquired could cause a chronic inflammation via secreting inflammatory cytokines from adipose tissue, which stimulates androgen synthesis and increases insulin resistance",1
scripture and contemporary experience are full of examples of diversity leading to conflict,1
"however, there is much confusion associated with these concepts",1
the uric acid accumulates in the joints and causes inflammation and pain,1
"health care expenses include physician services, outside referrals to physicians, emergency room and out-of-area services, and costs associated with inpatient care",1
"enough is enough of the front groups as well: ""when the temperature of aspartame exceeds 86 degrees f, the wood alcohol in aspartame converts to formaldehyde and then to formic acid, which, in turn, causes metabolic acidosis",1
"grey died two days later, aged 54, as a result of a heart attack, brought on by the bombing, and exacerbated by asthma",1
consistent high blood pressure can cause heart problems over a back generic guarantee money viagra and period of time,1
"defective sperm function is the most common cause of infertility, and until recently, was difficult to evaluate and treatm",1
9/15/05: h res 437 was the agreement to a bi-partisan republican-controlled commission to whitewash the truth about the damages and deaths caused by hurricane katrina,1
"preservatives, and for that matter restaurant foods contain a lot of sodium and, as you know, excess sodium leads to water retention and, hence, weight gain",1
the complications which are specific to hysteroscopic surgery and come into the purview of the anaesthetist are those which may present as shock resulting from uterine perforation or injury to a major vessel or from fluid overload,1
"once the individuals had the shutters open, witnesses stated that the individuals threw an unknown explosive device inside, possibly a molotov cocktail, which resulted in a loud explosion and a fire",1
people who find themselves infected with hiv or actually have full-blown aids may also be given anabolic steroids to deal with the weight loss associated with their infection,1
"only three years later, my convictions led to action, and 35 years ago this september, i founded a firm designed, to the best of my ability, to honor the fiduciary principle",1
"the stream of new software, biotechnology, and internet companies lead to an economic revival, which increased the city's population by 50,000 between 1990 and 2000",1
"it can remove stains caused by fruit juice, cola, red wine, coffee and many more",1
the conditions imposed by the court and the difficulties caused by the depression make jackson's determined and vigorous quest to find his boys extremely difficult,1
"simply put, autism leads to a child to escape into an inner world",1
"when crashes occur, lawsuits often arise where the negligence of others appears to be a contributing cause of the accident",1
this action results in the reduction or elimination of insecticide use and the conservation of beneficial insects,1
"major causes of spinal cord injury include violence and falls, but automobile accidents are the leading cause of spinal cord injuries, meaning that even an average family is at risk",1
the problem causes pain and calls for medical attention,1
"zinc deficiency leads to loss of urge for food, susceptibility to an infection, poor wound therapeutic, skin disorders and deficiency in both taste and scent",1
it was found above that the main cause of the great recession was the mismanagement of the globalization process in the us,1
"congress's intention was to encourage states and localities to develop comprehensive disaster preparedness plans, prepare for better intergovernmental coordination in the face of a disaster, encourage the use of insurance coverage, and provide federal assistance programs for losses due to a disaster",1
"""while new mexico has been a leader in reducing the number of drunk drivers on the road, drunk driving continues to be a primary cause of fatal crashes in new mexico and nationwide – and even one death caused by a drunk driver is unacceptable,"" udall said",1
"in addition to kidney failure, diabetes can lead to heart and blood vessel disease, strokes, blindness, limb amputa­tions, and nerve damage",1
"the method according to claim 11 wherein said patient is afflicted with a disorder caused by infection, rheumatoid arthritis, lyme's arthritis, gout, sepsis syndrome, hyperthermia, ulcerative colitis, enterocolitis, osteoporosis, cytomegalovirus, periodontal disease, glomerulonephritis, chronic non-infectious inflammation of the lung, sarcoidosis, smoker's lung, granuloma formation, fibrosis of the liver, fibrosis of the lung, transplant rejection, graft vs. host disease, chronic myeloid leukemia, acute myeloid leukemia, neoplastic diseases, asthma bronchiale, type i insulin dependent diabetes mellitus, arteriosclerosis, atherosclerosis, psoriasis, chronic b lymphocyte leukaemia, common variable immunodeficiency, disseminated intravascular coagulation, systemic sclerosis, encephalomyelitis, lung inflammation, hyper ige syndrome, cancer metastasis, cancer growth, adoptive immune therapy, acquired respiratory distress syndrome, sepsis, reperfusion syndrome, postsurgical inflammation, organ transplantation, or alopecia",1
"in addition, a soon-to-be-published study by the national cooperative highway research program found that the installation of roundabouts led to a 35-percent reduction in total crashes and a 76-percent reduction in crashes causing injuries or fatalities",1
he suggested that natural selection was the most important cause of evolution,1
"in the united states, arthritis is the most common cause of disability (national center for chronic disease prevention and health promotion, 2002)",1
"there, a physician can run tests to determine whether your sore throat is caused by bronchitis, tonsillitis, strep throat, mono or another viral or bacterial condition",1
"diverticulitis can lead to complications such as infections, perforations or tears, blockages or bleeding",1
"information was then gathered regarding specific medication used, cardiovascular event (hospitalization due to myocardial infarction [mi, heart attack], stroke or congestive heart failure [chf] or death due to cardiovascular disease) and the following clinical data: age, sex, prior mi, prior chf, prior stroke, high blood pressure, diabetes, any cardiovascular risk factor, chronic kidney disease, rheumatoid arthritis, chronic obstructive pulmonary disease (copd), statin use and angiotensin-converting enzyme (ace) inhibitor use",1
"because several chronic diseases and health problems are a result of bad habits we developed earlier in life, taking a glyconutrient supplement (in addition to maintaining a proper diet and exercise regimen) can significantly diminish the signs of aging",1
"* in light of albemarle’s rapidly urbanizing nature, and as part of our commitment to combating the problems associated with gang activity, i have been asked to join and have accepted an appointment to the albemarle/charlottesville model gang task force steering committee",1
corticosteroid cream or pills are used to treat blisters caused by eczema and antiviral medications are used to treat herpes simplex infections and shingles,1
"there is proof that vaccines causes autism in children and that vaccines have never helped eradicate any disease, contrary to reports and statistics by governments and the drug and medical industries",1
these and similar symptoms can be caused by vascular headaches and in many instances people experience a vascular headache with sinus problems,1
"excessive monetary growth unless matched by equivalent increase in the supply of goods, will generate inflation",1
this damage can lead to incontinence shortly afterwards or many years later,1
"the physician should remember that although tias are predictors of stroke, myocardial infarction is still the most common cause of death in this group (annual mortality rate of 5%) and that the patient’s cardiovascular status and cardiac risk factors must also be considered and addressed (see chapters 26, 27, 30, and 31)",1
"explanations are arbitrary since as the pastor sees it, sickness is caused by god or by the devil",1
food remnants can irritate the intestinal lining causing inflammation leading to the release of chemicals that can comprise intestinal wall integrity,1
"this disease eventually results in heart failure, since the damaged heart muscle is too weak to efficiently pump blood to the rest of the body",1
"in the end, syphilis can cause blindness, madness, and death",1
"also, if the neglect that results in death is egregious, a jury may be allowed to award punitive damages against a defendant to prevent such behavior and to protect other patients in the future",1
"skin care pills: atarax (hydroxyzine) is used to relieve the itching caused by allergies and to control the nausea and vomiting caused by various conditions, including motion sickness",1
"chronic liver disease caused by hepatitis b virus (hbv) and hepatitis c virus (hcv) infection is common in taiwan[5,6] and interferon (ifn) has been used for the treatment of chronic infections",1
excessive moisture will lead to anaerobic conditions and the production of foul odors,1
"these medicaments have been proven effective on pain caused by gbs, in a way that differs and is much more effective than that of the usual painkillers",1
"“to make a submissible case for breach of contract, a party must establish: 1) mutual agreement between parties capable of contracting; 2) mutual obligations arising out of the agreement; 3) valid consideration; 4) part performance by one party; and 5) damages resulting from the breach of contract.”",1
"the fern's climbing habit causes it to spread across tree canopies, increasing the damage caused by wildfires which would otherwise be limited by the swamp water around the trees",1
lung cancer may cause a cough as the tumor grows,1
"more usually, the condition occurs in long-distance endurance events (such as marathon or triathlon competition and training) and causes gradual mental dulling, headache, drowsiness, weakness, and confusion; extreme cases may result in coma, convulsions, and death",1
nsaids are more likely to cause stomach ulcers rather than duodenal ulcers,1
"too much sugar can, however, lead you to be overweight, become obese or develop diabetes, which results in high blood glucose levels",1
"in particular, potato chips and other potato products and well as sugary beverages such as soda were associated with the most weight gain",1
"in addition to injuries as a direct result of violence, ipv can have long-lasting effects on a woman's health, impairing her fertility, sexual health, and childbearing functions (coker, 2007; jordan, 2007)",1
"when applied to the earth, they transform the micro-flora and the macro-flora, improving the natural equilibrium in such a way that the bacteria which previously caused problems are converted into bacteria which help to restore the natural health of the soil",1
"the loss of life caused by battle, reprisals, deportations and the turmoil that always exists in the aftermath of war so horrified asoka that it brought about a complete change in his personality",1
"obesity can result in social, emotional and physical problems and often leads to serious diseases and conditions like heart disease, high blood pressure, kidney disease and stroke",1
"those include bleeding skin-sores, internal organs shrunken from dehydration resulting in liver and kidney failure, weakened hearts and lungs, brains depleted of neurotransmitters",1
"nearly one in five dog bite attacks requires serious medical attention, and 31,000 people underwent reconstructive surgery in 2006 alone for injuries caused by dog attacks",1
failure by a healthcare professional to properly deal with a brain haemorrhage which results in personal injury or death will entitle a clinical negligence solicitor to take legal action to claim compensation,1
the secretary maintained the violation was the result of io’s high negligence and unwarrantable failure to comply with its plan,1
"we don�t really know, though we do know that genes predispose people to the illness, and that stress can trigger an episode",1
"i've been doing research on the internet and there are two hypotheses: one is that diabetes can cause pancreatic cancer, and the other is that pancreatic cancer can cause diabetes",1
insulin resistance and inflammation -- also associated with metabolic syndrome -- were also independently linked to heart failure,1
"his health almost immediately took a turn for the worse, and it is generally held that complications from the injuries directly contributed to his death two years later on december 22, 1908",1
"even though your mouth has a lot of bacteria that is always present, only one type will generate the acid that results in tooth decay",1
"furthermore, it is recognised that people with disabilities which, in the past, would have been regarded as rendering them unsuitable for any or most types of employment are now in a position, through the use of advanced technology and other means, to overcome the restrictions resulting from their disabilities and the environment in which they live and work and to engage in a far wider range of employments",1
"this can cause a condition known as hyperkalemia, which can lead to other health problems",1
"cancer treatment may cause fatigue, poor appetite, nausea and vomiting, diarrhea, and mouth and lip sores",1
"some magnesium supplements, when taken in excess, cause a looser stool and even diarrhea",1
wessells’ research aims to learn from national and international practitioners in sri lanka how psychosocial assistance causes harm and what can be done to minimize and prevent further harm,1
sometimes the infection is caused by common bacteria and fungi which are usually considered benign,1
obesity is simply the result of poor eating habits and eating too much sugar,1
malaria is caused by a protozoan parasite that is carried by mosquitoes,1
– janet eft tapping is based on the theory that the cause of all negative emotions is a disruption in the body’s energy system,1
"electricity leads to death, obviously high impact",1
"the variety of modalities she uses can help clients recover from swelling and scar tissue resulting from surgery, treat emotional and physical traumas, and even affect aspects of nuerological dysfunction",1
pleurisy is often associated with a sharp chest pain that is made worse by a deep breath or cough,1
"at 15 years' follow-up, the researchers found that risk of death from coronary heart disease ""...increased in a stepwise fashion as the serum folate levels decreased.""",1
"with population growth, therefore, tobacco will cause about as many deaths in india as in china over the next few decades, ie an average of about a million a year in the first decade of the 21st century and about two million a year in the third decade",1
"then, it is a fact, his efforts led to some success, for the turkish president in 1942, in an important public speech before the turkish national assembly, offered the services of turkey for mediation between the belligerents",1
"some groups have raised the concern that the guidance would cause problems with a cam practitioner treating patients, in the confines of their office, with a food, and recommending a food (in this case orange juice used as an example) that would be translated into a drug",1
"""global warming is associated with increases but also decreases of temperatures,"" said deheyn, a project scientist in scripps' marine biology research division",1
potential participants were invited to seminars during which information was provided about health risks associated with smoking and available smoking cessation strategies,1
"ros and rns modulate the permissiveness of cells to viral replication, regulate host inflammatory and immune responses, and cause oxidative damage to both host tissue and progeny virus",1
violence leads to more violence and the abuse and neglect of children and treating them as the objects of punishment and violence and rejection by society is sowing the seeds of violence and rebellions and terrorism,1
"drug abuse causes many problems both to individuals and to societies, including loss of productivity, transmission of infectious diseases, crime, family and social disorder, and excessive health care expenditures [1]",1
weight loss due to bariatric surgery could have an astonishing effect on fertility issues for obese women with irregular menses,1
"internationally, anemia caused by iron deficiencies is the most common nutritional disorder",1
"male infertility is due to a low sperm count, immobile or misshapen sperm, choices in one's lifestyle and other factors",1
influenza may lead to hospitalization or even death,1
lactic acid can cause sore muscles,1
the differences are a result of weather patterns,1
"historically, we have had several incidents associated with these hazards",1
"christians should always strive to do better, but unrealistic expectations can only cause guilt and pain",1
"a urinary tract infection often causes frequent urination, pain and burning when urinating, and blood in the urine",1
"mhis in young people present the second highest cost in hospital care, and our youth suicide rate is the third highest in the industrialized world, with suicide being the second highest cause of death for youth age 10 to 24",1
"however, many individuals are suffering from adrenal insufficiency for the same reason that other organs and enzyme systems are failing, namely malnutrition- much of which is resulting from the malabsorption of nutrients caused by food intolerance",1
"even though most of the launch vehicle's 700 ton weight was due to rocket fuel, voyager 2's great travel distance of 7.1 billion km (4.4 billion mi) from launch to neptune resulted in a fuel economy of about 13,000 km per liter (30,000 mi per gallon)",1
"the senior citizen journal attributes the lag largely to anxiety over the unknown, highlighting that “misunderstandings are often an important cause of fear and objections.”",1
"insecurity, boredom and frustration at work can erupt into ""stress sickness"" which can, in extreme situations lead to depression, anxiety and other mental illnesses, other chronic illnesses, family breakdowns, alcoholism and drug abuse",1
there can be a lack of oxygen causing seizures and coma,1
"colombia: heavy rain caused extensive flooding into the first two weeks of may, causing billions in damages, and killing at least 425 people and leaving 482 people missing",1
marathon physical therapy has a staff of experienced and innovative physical therapists knowledgeable about the changes associated with pregnancy and the management of musculoskeletal issues associated with pregnancy and the postpartum period,1
"however, to people directly dependent on herbs as a local resource, scarcity and extinction caused by over-collection are a real threat",1
"you will also be required to hold an active insurance policy to cover any damages resulting from the setup, removal and use of your scaffolding",1
most accidents (71%) were caused by too much gunpowder put in at one time and accidents resulting from carelessness while making fireworks,1
numerous scientists and doctors have concluded that the effects of nicotine over the human body are really related towards the problems caused by cocaine and heroine,1
"both diseases are caused by defects related to dna methylation machinery, with rett syndrome affecting the transduction of the repressive signal from the methyl cpg binding protein prototype, mecp2, and icf syndrome affecting the genetic control of dna methylation, by the dna methyltransferase dnmt3b",1
"in one recent study, of 556 unselected patients with heart failure, 55% had a normal left ventricular ejection fraction, indicating that heart failure was almost certainly due to diastolic dysfunction",1
"the virus can cause abnormal cell growth, known as dysplasia, which may lead to cancer",1
"forty-three cases merchandise, (linens and cotons,) three cases and five bales (carpets and dundees) being marked and numbered as in the margin, and to be delivered subject to the following exceptions and conditions, viz.: the act of god, the queen's enemies, pirates, robbers, thieves by land or at sea, barratry of master or mariners, restraint of princes, rulers, or peoples, loss or damage resulting from vermin, rust, sweating, wastage, leakage, breakage, or from rain, spray, coal, or coal dust, insufficiency of strength of packages, inaccuracy, indistinctness, illegibility or obliteration of marks, numbers, brands, or addresses, or descriptions of goods, injury to wrappers, however caused, or from corruption, frost, decay, stowage, or contact with or smell or evaporation from other goods, or from loss or damage caused by heavy weather or pitching or rolling of the vessel, or from inherent deterioration, risk of lighterage to or from the vessel, transshipment, jettison, explosion, spontaneous combustion, fire before loading in the ship or after unloading, heat, boilers, steam, or steam machinery, including consequences of defects therein or damages thereto, collision, stranding, straining, or other perils of the seas, rivers, steam and steam navigation or land transit of whatsoever nature or kind, and all damage, loss, or injury arising from the perils or matters above mentioned, and whether such perils or matters arise from negligence, default or error in judgment of the pilot, master, mariners, engineers, stevedores, or other persons in the service of the ship owner",1
"depression is generally caused by an imbalance of chemicals in the brain, and may be triggered by a specific physical or emotional trauma",1
"nox is the main cause of ozone, one of north carolina's biggest air quality problems, and it contributes to haze and acid rain",1
"additionally, research has shown that vitamin b12 declines with age, and that this decline can lead to impaired nerve function resulting in numbness, pins-and-needles sensations, or a burning feeling in the feet, or impaired mental function",1
